,Account Number,Transaction Date,Value,Current Balance
5415,21646418,2023-02-04,123.43,1032.98
7013,21646418,2023-02-06,-74.78,958.1999999999999
5416,21646418,2023-02-09,64.47,1022.67
359,21655728,2023-01-31,0.0,761.31
8459,21655728,2023-02-11,-106.02,655.29
8510,21655728,2023-02-11,56.37,711.66
360,21675999,2023-01-31,0.0,893.27
41,21675999,2023-02-01,109.32,1002.5899999999999
5919,21675999,2023-02-04,-598.4,404.19
42,21675999,2023-02-09,158.66,562.85
5920,21675999,2023-02-10,-32.99,529.86
43,21675999,2023-02-11,56.7,586.56
44,21675999,2023-02-11,65.4,651.96
361,21694967,2023-01-31,0.0,90.13
2820,21694967,2023-02-02,-616.7,-526.57
2099,21694967,2023-02-02,133.67,-392.9000000000001
2098,21694967,2023-02-02,1019.5,626.5999999999999
2821,21694967,2023-02-03,-33.4,593.1999999999999
2822,21694967,2023-02-06,-1042.0,-448.80000000000007
2100,21694967,2023-02-07,1808.5,1359.6999999999998
2823,21694967,2023-02-08,-159.45,1200.25
2101,21694967,2023-02-09,12.69,1212.94
362,21705004,2023-01-31,0.0,496.88
7849,21705004,2023-02-08,103.7,600.58
8647,21705004,2023-02-13,-48.19,552.39
7850,21705004,2023-02-13,124.45,676.84
363,21711501,2023-01-31,0.0,126.63
1662,21711501,2023-02-01,126.36,252.99
4815,21711501,2023-02-03,-1882.4,-1629.4100000000003
4816,21711501,2023-02-04,-126.27,-1755.6800000000003
364,21716351,2023-01-31,0.0,800.95
3189,21716351,2023-02-02,111.91,912.86
3190,21716351,2023-02-05,219.27,1132.13
3191,21716351,2023-02-08,33.32,1165.45
3192,21716351,2023-02-12,1499.6,2665.05
365,21719977,2023-01-31,0.0,758.81
6505,21719977,2023-02-05,138.9,897.7099999999999
7052,21719977,2023-02-06,-180.89,716.8199999999999
7051,21719977,2023-02-06,-155.92,560.9
6506,21719977,2023-02-10,739.5,1300.4
6507,21719977,2023-02-12,39.77,1340.17
7053,21719977,2023-02-13,-1121.3,218.87
366,21728352,2023-01-31,0.0,733.87
2735,21728352,2023-02-02,-91.84,642.03
5265,21728352,2023-02-04,120.38,762.41
2736,21728352,2023-02-08,-117.08,645.33
5266,21728352,2023-02-10,66.94,712.27
2737,21728352,2023-02-12,-103.32,608.95
5267,21728352,2023-02-12,151.06,760.01
5268,21728352,2023-02-13,51.57,811.58
367,21749252,2023-01-31,0.0,646.27
734,21749252,2023-02-01,50.95,697.22
3272,21749252,2023-02-02,-165.3,531.92
735,21749252,2023-02-03,126.76,658.68
736,21749252,2023-02-07,144.5,803.18
3273,21749252,2023-02-08,-110.15,693.03
3274,21749252,2023-02-10,-1098.2,-405.1700000000001
3275,21749252,2023-02-10,-156.28,-561.45
737,21749252,2023-02-13,53.28,-508.1700000000001
368,21750371,2023-01-31,0.0,329.19
6136,21750371,2023-02-05,-88.55,240.64
7249,21750371,2023-02-06,131.96,372.6
7250,21750371,2023-02-10,72.23,444.83000000000004
369,21816770,2023-01-31,0.0,693.8
4819,21816770,2023-02-03,-56.86,636.9399999999999
3898,21816770,2023-02-03,141.05,777.99
3899,21816770,2023-02-03,182.35,960.3399999999999
3900,21816770,2023-02-05,74.16,1034.5
4820,21816770,2023-02-09,-144.14,890.3599999999999
3901,21816770,2023-02-10,114.24,1004.5999999999999
370,21844169,2023-01-31,0.0,463.51
2026,21844169,2023-02-01,-3.04,460.46999999999997
2027,21844169,2023-02-04,-139.28,321.19
2028,21844169,2023-02-06,-103.37,217.82
7006,21844169,2023-02-06,104.66,322.48
2029,21844169,2023-02-07,-89.6,232.88
7007,21844169,2023-02-08,103.37,336.25
7008,21844169,2023-02-09,67.11,403.36
2030,21844169,2023-02-11,-124.08,279.28
2031,21844169,2023-02-12,-108.81,170.47000000000003
371,21844651,2023-01-31,0.0,525.16
4818,21844651,2023-02-03,-37.02,488.14
4891,21844651,2023-02-03,104.89,593.03
4893,21844651,2023-02-04,45.51,638.54
4892,21844651,2023-02-04,73.5,712.04
4894,21844651,2023-02-13,43.53,755.5699999999999
372,21881168,2023-01-31,0.0,950.62
5489,21881168,2023-02-04,-153.28,797.34
5490,21881168,2023-02-04,-78.39,718.95
5855,21881168,2023-02-04,27.77,746.72
5491,21881168,2023-02-06,-185.73,560.99
5856,21881168,2023-02-06,31.91,592.9000000000001
5492,21881168,2023-02-10,-882.0,-289.1
5857,21881168,2023-02-10,121.44,-167.65999999999997
5493,21881168,2023-02-14,-78.92,-246.58000000000004
373,21898016,2023-01-31,0.0,117.42
8081,21898016,2023-02-09,113.15,230.57
374,21918195,2023-01-31,0.0,510.33
2532,21918195,2023-02-02,-120.93,389.4
2533,21918195,2023-02-08,-105.35,284.04999999999995
2534,21918195,2023-02-14,-150.77,133.27999999999997
375,21966927,2023-01-31,0.0,511.1
2445,21966927,2023-02-02,88.29,599.39
2446,21966927,2023-02-05,75.94,675.33
7127,21966927,2023-02-06,-27.72,647.61
2447,21966927,2023-02-10,69.88,717.49
376,22027757,2023-01-31,0.0,438.85
1348,22027757,2023-02-01,-215.02,223.83
1350,22027757,2023-02-01,-102.21,121.62
1349,22027757,2023-02-01,-20.11,101.50999999999999
1351,22027757,2023-02-05,-505.0,-403.49
7015,22027757,2023-02-06,13.61,-389.88
377,22035411,2023-01-31,0.0,9.55
2123,22035411,2023-02-02,37.84,47.39
2124,22035411,2023-02-02,122.21,169.60000000000002
2122,22035411,2023-02-02,1028.8,1198.3999999999999
2125,22035411,2023-02-06,47.53,1245.9299999999998
7388,22035411,2023-02-07,-132.14,1113.79
7389,22035411,2023-02-09,-15.37,1098.4199999999998
2126,22035411,2023-02-10,97.29,1195.7099999999998
7390,22035411,2023-02-11,-85.02,1110.6899999999998
378,22054113,2023-01-31,0.0,364.66
1658,22054113,2023-02-01,33.36,398.02000000000004
3747,22054113,2023-02-03,-66.09,331.93
1659,22054113,2023-02-04,57.96,389.89000000000004
1660,22054113,2023-02-09,137.79,527.6800000000001
3748,22054113,2023-02-11,-109.76,417.92
1661,22054113,2023-02-11,43.78,461.7
379,22063978,2023-01-31,0.0,387.01
222,22063978,2023-02-01,-989.3,-602.29
1239,22063978,2023-02-01,95.21,-507.0799999999999
1240,22063978,2023-02-02,39.13,-467.94999999999993
1241,22063978,2023-02-02,50.71,-417.24
1242,22063978,2023-02-10,108.81,-308.42999999999995
380,22099256,2023-01-31,0.0,523.78
3714,22099256,2023-02-02,-131.8,391.97999999999996
3715,22099256,2023-02-04,-87.13,304.84999999999997
3716,22099256,2023-02-06,-1003.2,-698.3500000000001
3717,22099256,2023-02-06,-127.87,-826.22
8076,22099256,2023-02-09,85.88,-740.3400000000001
8077,22099256,2023-02-14,1401.8,661.4599999999998
381,22137086,2023-01-31,0.0,410.35
5858,22137086,2023-02-04,2122.7,2533.0499999999997
6117,22137086,2023-02-05,-115.53,2417.52
6118,22137086,2023-02-07,-32.26,2385.2599999999998
6119,22137086,2023-02-08,-1368.6,1016.66
6120,22137086,2023-02-08,-69.06,947.6
5859,22137086,2023-02-08,83.33,1030.9299999999998
6121,22137086,2023-02-09,-1288.6,-257.66999999999996
5860,22137086,2023-02-11,41.86,-215.80999999999995
382,22268314,2023-01-31,0.0,153.05
1412,22268314,2023-02-01,-160.38,-7.329999999999984
1413,22268314,2023-02-05,-65.31,-72.63999999999999
1414,22268314,2023-02-09,-155.69,-228.32999999999998
8387,22268314,2023-02-10,13.9,-214.43
1415,22268314,2023-02-11,-37.8,-252.22999999999996
1416,22268314,2023-02-13,-14.32,-266.55
383,22292682,2023-01-31,0.0,874.32
443,22292682,2023-02-01,-130.44,743.8800000000001
444,22292682,2023-02-05,-201.75,542.1300000000001
6515,22292682,2023-02-05,159.07,701.2
6516,22292682,2023-02-06,122.96,824.1600000000001
6517,22292682,2023-02-07,103.74,927.9000000000001
6518,22292682,2023-02-11,23.58,951.48
6519,22292682,2023-02-12,66.05,1017.53
384,22298371,2023-01-31,0.0,891.16
1151,22298371,2023-02-01,-107.18,783.98
1152,22298371,2023-02-05,-219.27,564.7099999999999
7581,22298371,2023-02-07,86.22,650.93
1153,22298371,2023-02-12,-151.34,499.5899999999999
385,22341160,2023-01-31,0.0,61.07
3579,22341160,2023-02-02,-699.9,-638.8299999999999
386,22374612,2023-01-31,0.0,554.31
5018,22374612,2023-02-03,46.33,600.64
6080,22374612,2023-02-05,-1110.7,-510.0600000000002
6081,22374612,2023-02-07,-134.55,-644.6100000000001
6082,22374612,2023-02-08,-189.92,-834.5300000000002
5019,22374612,2023-02-11,1742.7,908.1699999999998
6083,22374612,2023-02-12,-91.9,816.2699999999999
6084,22374612,2023-02-14,-735.5,80.76999999999987
387,22391508,2023-01-31,0.0,91.32
1562,22391508,2023-02-01,12.31,103.63
1563,22391508,2023-02-02,94.69,198.32
7382,22391508,2023-02-07,-71.61,126.71
388,22393008,2023-01-31,0.0,753.5
7383,22393008,2023-02-07,-1806.9,-1053.4
7384,22393008,2023-02-09,-146.1,-1199.5
8025,22393008,2023-02-09,1260.0,60.5
8026,22393008,2023-02-10,1526.7,1587.2
7385,22393008,2023-02-13,-99.8,1487.4
389,22403299,2023-01-31,0.0,702.95
3912,22403299,2023-02-03,-101.53,601.4200000000001
4851,22403299,2023-02-03,774.8,1376.22
3913,22403299,2023-02-04,-95.64,1280.58
4852,22403299,2023-02-04,90.13,1370.71
3914,22403299,2023-02-05,-57.79,1312.92
4853,22403299,2023-02-08,167.11,1480.03
3915,22403299,2023-02-09,-88.39,1391.6399999999999
4855,22403299,2023-02-09,142.44,1534.08
4854,22403299,2023-02-09,735.1,2269.1800000000003
390,22404690,2023-01-31,0.0,726.06
7742,22404690,2023-02-08,-13.32,712.7399999999999
8572,22404690,2023-02-12,934.7,1647.44
7743,22404690,2023-02-14,-126.71,1520.73
391,22412680,2023-01-31,0.0,637.99
3233,22412680,2023-02-02,-82.9,555.09
3234,22412680,2023-02-03,-84.5,470.59000000000003
7932,22412680,2023-02-08,154.46,625.05
3235,22412680,2023-02-09,-167.25,457.8
7933,22412680,2023-02-09,35.39,493.19
7934,22412680,2023-02-09,119.51,612.7
7936,22412680,2023-02-10,77.1,689.8
7935,22412680,2023-02-10,85.16,774.96
3236,22412680,2023-02-14,-68.51,706.45
3237,22412680,2023-02-14,-38.12,668.33
7937,22412680,2023-02-14,104.53,772.86
392,22483300,2023-01-31,0.0,763.23
6294,22483300,2023-02-05,-52.34,710.89
6295,22483300,2023-02-07,-140.12,570.77
6296,22483300,2023-02-09,-112.76,458.01
8333,22483300,2023-02-10,85.13,543.14
393,22683382,2023-01-31,0.0,987.13
236,22683382,2023-02-01,-92.35,894.78
2284,22683382,2023-02-02,31.64,926.42
237,22683382,2023-02-06,-110.76,815.66
238,22683382,2023-02-07,-104.64,711.02
239,22683382,2023-02-09,-142.61,568.41
394,22696687,2023-01-31,0.0,133.52
4188,22696687,2023-02-03,153.0,286.52
7844,22696687,2023-02-08,-79.86,206.66000000000003
7845,22696687,2023-02-10,-89.12,117.54
7846,22696687,2023-02-10,-62.31,55.230000000000004
7847,22696687,2023-02-12,-38.42,16.810000000000002
4190,22696687,2023-02-12,61.36,78.17
4189,22696687,2023-02-12,1061.5,1139.67
7848,22696687,2023-02-14,-61.16,1078.51
395,22730750,2023-01-31,0.0,473.56
690,22730750,2023-02-01,13.37,486.93
691,22730750,2023-02-01,20.11,507.04
5628,22730750,2023-02-04,-95.05,411.99
692,22730750,2023-02-05,128.78,540.77
5629,22730750,2023-02-07,-104.16,436.61
693,22730750,2023-02-11,132.96,569.57
5630,22730750,2023-02-12,-198.2,371.37
694,22730750,2023-02-12,195.95,567.32
396,22799719,2023-01-31,0.0,481.26
3937,22799719,2023-02-03,-133.85,347.40999999999997
4957,22799719,2023-02-03,51.58,398.99
4959,22799719,2023-02-06,75.9,474.89
4958,22799719,2023-02-06,170.43,645.3199999999999
3938,22799719,2023-02-07,-44.02,601.3
4960,22799719,2023-02-11,26.87,628.17
3939,22799719,2023-02-12,-57.33,570.84
3940,22799719,2023-02-13,-180.81,390.03
4961,22799719,2023-02-13,38.78,428.81
4962,22799719,2023-02-14,53.79,482.59999999999997
397,22830156,2023-01-31,0.0,596.06
3380,22830156,2023-02-02,634.2,1230.26
5408,22830156,2023-02-04,-109.5,1120.76
3381,22830156,2023-02-10,1987.3,3108.06
5409,22830156,2023-02-12,-1153.9,1954.1599999999999
5410,22830156,2023-02-13,-30.92,1923.2399999999998
5411,22830156,2023-02-14,-170.57,1752.6699999999998
398,22833010,2023-01-31,0.0,645.79
1764,22833010,2023-02-01,-58.0,587.79
1765,22833010,2023-02-03,-132.53,455.26
1766,22833010,2023-02-04,-139.7,315.55999999999995
7206,22833010,2023-02-06,110.76,426.32
1767,22833010,2023-02-08,-163.93,262.39
399,22846221,2023-01-31,0.0,868.2
965,22846221,2023-02-01,-179.6,688.6
3277,22846221,2023-02-02,1106.9,1795.5
3278,22846221,2023-02-06,126.83,1922.3300000000002
3279,22846221,2023-02-09,12.71,1935.0400000000002
966,22846221,2023-02-10,-144.27,1790.77
400,22884864,2023-01-31,0.0,521.87
2617,22884864,2023-02-02,108.51,630.38
6073,22884864,2023-02-05,-122.01,508.37
6074,22884864,2023-02-06,-182.28,326.09000000000003
6075,22884864,2023-02-06,-137.14,188.95000000000005
401,22888798,2023-01-31,0.0,326.4
6205,22888798,2023-02-05,39.31,365.71
6206,22888798,2023-02-06,75.81,441.52
6207,22888798,2023-02-07,71.14,512.66
7800,22888798,2023-02-08,-53.66,459.0
6208,22888798,2023-02-08,107.64,566.64
402,22951653,2023-01-31,0.0,414.64
1618,22951653,2023-02-01,17.61,432.25
1619,22951653,2023-02-02,181.62,613.87
7698,22951653,2023-02-08,-13.16,600.71
7699,22951653,2023-02-12,-111.6,489.11
7700,22951653,2023-02-12,-14.26,474.85
1620,22951653,2023-02-13,84.66,559.51
403,23030554,2023-01-31,0.0,196.97
3747,23030554,2023-02-03,148.95,345.91999999999996
6845,23030554,2023-02-06,-147.34,198.57999999999998
6846,23030554,2023-02-10,-67.6,130.98
6847,23030554,2023-02-11,-87.57,43.41
404,23032852,2023-01-31,0.0,475.21
3447,23032852,2023-02-02,832.5,1307.71
3448,23032852,2023-02-04,75.94,1383.65
3449,23032852,2023-02-07,140.72,1524.3700000000001
8125,23032852,2023-02-09,-155.34,1369.03
3450,23032852,2023-02-09,780.7,2149.73
8126,23032852,2023-02-10,-156.63,1993.1
405,23045208,2023-01-31,0.0,359.49
2514,23045208,2023-02-02,-1157.4,-797.9100000000001
2513,23045208,2023-02-02,-794.9,-1592.8100000000002
3398,23045208,2023-02-02,62.04,-1530.77
2515,23045208,2023-02-13,-118.67,-1649.44
406,23093541,2023-01-31,0.0,326.05
5649,23093541,2023-02-04,-55.7,270.35
5650,23093541,2023-02-05,-110.12,160.23000000000002
5651,23093541,2023-02-05,-96.95,63.28000000000003
8184,23093541,2023-02-10,86.54,149.82
407,23124345,2023-01-31,0.0,595.61
4763,23124345,2023-02-03,215.09,810.7
4764,23124345,2023-02-04,126.27,936.97
4765,23124345,2023-02-12,130.79,1067.76
408,23141588,2023-01-31,0.0,281.28
3149,23141588,2023-02-02,-1824.3,-1543.02
3150,23141588,2023-02-14,-64.58,-1607.6
409,23231848,2023-01-31,0.0,27.12
3011,23231848,2023-02-02,-112.23,-85.11
3012,23231848,2023-02-04,-1454.9,-1540.0100000000002
3013,23231848,2023-02-04,-292.64,-1832.65
3014,23231848,2023-02-04,-89.51,-1922.1600000000003
3015,23231848,2023-02-06,-97.52,-2019.6800000000003
8023,23231848,2023-02-09,140.03,-1879.65
3016,23231848,2023-02-11,-95.68,-1975.3300000000002
3017,23231848,2023-02-12,-481.2,-2456.53
3018,23231848,2023-02-13,-134.36,-2590.8900000000003
8024,23231848,2023-02-14,37.37,-2553.5200000000004
410,23269253,2023-01-31,0.0,324.56
450,23269253,2023-02-01,899.8,1224.36
7552,23269253,2023-02-07,-151.91,1072.45
451,23269253,2023-02-08,35.48,1107.93
7553,23269253,2023-02-10,-72.21,1035.72
7554,23269253,2023-02-13,-34.3,1001.4200000000001
7555,23269253,2023-02-14,-98.34,903.0799999999999
411,23271383,2023-01-31,0.0,633.3
4759,23271383,2023-02-03,-101.42,531.88
6508,23271383,2023-02-05,174.13,706.01
6509,23271383,2023-02-06,1176.9,1882.91
6510,23271383,2023-02-07,138.63,2021.5400000000002
4760,23271383,2023-02-09,-134.0,1887.5400000000002
6512,23271383,2023-02-09,4.61,1892.15
6511,23271383,2023-02-09,157.69,2049.84
4761,23271383,2023-02-11,-11.69,2038.15
6513,23271383,2023-02-14,118.38,2156.5299999999997
412,23289647,2023-01-31,0.0,522.8
4849,23289647,2023-02-03,56.86,579.66
7398,23289647,2023-02-07,-125.71,453.94999999999993
7397,23289647,2023-02-07,-87.03,366.91999999999996
7399,23289647,2023-02-10,-154.12,212.79999999999995
4850,23289647,2023-02-10,170.55,383.34999999999997
413,23295106,2023-01-31,0.0,340.16
1222,23295106,2023-02-01,89.15,429.31000000000006
1223,23295106,2023-02-02,103.88,533.19
1224,23295106,2023-02-04,72.72,605.9100000000001
6882,23295106,2023-02-06,-106.03,499.88
1225,23295106,2023-02-11,37.8,537.6800000000001
6883,23295106,2023-02-13,-110.4,427.28000000000003
1226,23295106,2023-02-14,1338.4,1765.68
414,23310842,2023-01-31,0.0,78.85
2329,23310842,2023-02-02,-176.64,-97.78999999999999
2626,23310842,2023-02-02,91.54,-6.249999999999986
2330,23310842,2023-02-05,-135.39,-141.63999999999996
2627,23310842,2023-02-05,12.08,-129.55999999999995
2331,23310842,2023-02-06,-878.3,-1007.8599999999998
2332,23310842,2023-02-06,-90.98,-1098.84
2628,23310842,2023-02-09,103.84,-994.9999999999999
2333,23310842,2023-02-12,-128.4,-1123.4
415,23321929,2023-01-31,0.0,408.3
5836,23321929,2023-02-04,123.51,531.8100000000001
8483,23321929,2023-02-11,-114.34,417.47
8484,23321929,2023-02-13,-214.61,202.86
5837,23321929,2023-02-13,47.15,250.01000000000002
416,23325248,2023-01-31,0.0,49.31
3665,23325248,2023-02-02,-137.59,-88.28
3666,23325248,2023-02-09,-182.37,-270.65000000000003
417,23333877,2023-01-31,0.0,648.46
2158,23333877,2023-02-01,-123.23,525.23
6950,23333877,2023-02-06,78.08,603.3100000000001
6951,23333877,2023-02-06,103.53,706.84
6952,23333877,2023-02-09,166.64,873.48
6953,23333877,2023-02-10,386.8,1260.28
6954,23333877,2023-02-11,85.02,1345.3000000000002
2159,23333877,2023-02-12,-93.16,1252.1399999999999
2160,23333877,2023-02-14,-153.66,1098.48
418,23369902,2023-01-31,0.0,716.79
1303,23369902,2023-02-01,129.91,846.6999999999999
1305,23369902,2023-02-05,118.28,964.98
1304,23369902,2023-02-05,165.04,1130.02
7939,23369902,2023-02-08,-124.8,1005.22
7940,23369902,2023-02-11,-111.88,893.3399999999999
7941,23369902,2023-02-13,-183.79,709.55
1306,23369902,2023-02-13,144.46,854.01
419,23415061,2023-01-31,0.0,71.2
756,23415061,2023-02-01,-102.1,-30.89999999999999
4874,23415061,2023-02-03,90.48,59.58000000000001
757,23415061,2023-02-04,-123.51,-63.92999999999999
4875,23415061,2023-02-04,1702.7,1638.7700000000002
4876,23415061,2023-02-10,1220.5,2859.2699999999995
420,23445508,2023-01-31,0.0,373.43
5765,23445508,2023-02-04,54.57,428.0
7523,23445508,2023-02-07,-85.73,342.27
7524,23445508,2023-02-09,-652.0,-309.72999999999996
7525,23445508,2023-02-11,-82.15,-391.87999999999994
7526,23445508,2023-02-13,-48.38,-440.25999999999993
5767,23445508,2023-02-13,23.17,-417.09
5766,23445508,2023-02-13,169.23,-247.85999999999996
421,23479459,2023-01-31,0.0,176.23
3401,23479459,2023-02-02,-117.71,58.519999999999996
3428,23479459,2023-02-02,121.53,180.05
3402,23479459,2023-02-05,-133.57,46.47999999999999
3429,23479459,2023-02-05,128.65,175.13
3430,23479459,2023-02-06,50.86,225.99
3431,23479459,2023-02-09,43.87,269.86
422,23490922,2023-01-31,0.0,934.35
6992,23490922,2023-02-06,-132.91,801.44
6993,23490922,2023-02-06,-76.95,724.49
7632,23490922,2023-02-07,78.1,802.59
7633,23490922,2023-02-10,75.99,878.58
423,23498368,2023-01-31,0.0,474.93
651,23498368,2023-02-01,101.12,576.05
7207,23498368,2023-02-06,-159.06,416.99
652,23498368,2023-02-06,107.32,524.31
653,23498368,2023-02-07,109.39,633.7
654,23498368,2023-02-11,92.54,726.24
656,23498368,2023-02-12,11.42,737.6600000000001
655,23498368,2023-02-12,98.68,836.34
7208,23498368,2023-02-13,-90.8,745.54
424,23501735,2023-01-31,0.0,562.17
6751,23501735,2023-02-06,107.54,669.7099999999999
7820,23501735,2023-02-08,-150.5,519.2099999999999
7821,23501735,2023-02-09,-42.25,476.96
7822,23501735,2023-02-10,-48.91,428.04999999999995
7823,23501735,2023-02-11,-75.76,352.28999999999996
7824,23501735,2023-02-12,-124.17,228.11999999999995
7825,23501735,2023-02-12,-89.44,138.67999999999995
6752,23501735,2023-02-12,142.78,281.46
425,23580422,2023-01-31,0.0,716.05
8582,23580422,2023-02-12,-67.25,648.8
426,23698615,2023-01-31,0.0,316.68
2831,23698615,2023-02-02,89.17,405.85
2832,23698615,2023-02-05,114.48,520.33
8512,23698615,2023-02-12,-98.68,421.65
427,23736501,2023-01-31,0.0,831.27
5853,23736501,2023-02-04,-157.68,673.5899999999999
5809,23736501,2023-02-04,192.0,865.5899999999999
5854,23736501,2023-02-07,-74.77,790.8199999999999
5855,23736501,2023-02-09,-36.06,754.76
5811,23736501,2023-02-09,57.19,811.9499999999999
5810,23736501,2023-02-09,182.37,994.3199999999999
5856,23736501,2023-02-10,-206.97,787.35
5857,23736501,2023-02-11,-42.47,744.88
5812,23736501,2023-02-14,85.48,830.36
428,23775829,2023-01-31,0.0,771.57
2645,23775829,2023-02-02,65.53,837.1
2646,23775829,2023-02-02,91.57,928.6700000000001
4454,23775829,2023-02-03,-65.94,862.73
4455,23775829,2023-02-03,-28.47,834.26
4456,23775829,2023-02-12,-104.51,729.75
2647,23775829,2023-02-13,101.49,831.24
429,23815822,2023-01-31,0.0,835.0
4768,23815822,2023-02-03,-96.94,738.06
4837,23815822,2023-02-03,1882.4,2620.46
4769,23815822,2023-02-05,-110.97,2509.49
4770,23815822,2023-02-13,-17.83,2491.66
430,23865100,2023-01-31,0.0,201.44
2871,23865100,2023-02-02,-52.86,148.57999999999998
2872,23865100,2023-02-05,-140.22,8.360000000000014
7034,23865100,2023-02-06,65.05,73.40999999999997
7035,23865100,2023-02-07,86.46,159.86999999999998
7037,23865100,2023-02-08,83.2,243.07
7036,23865100,2023-02-08,134.88,377.95
7038,23865100,2023-02-09,64.55,442.5
7039,23865100,2023-02-13,17.92,460.42
7040,23865100,2023-02-14,67.55,527.97
431,23920423,2023-01-31,0.0,221.15
4369,23920423,2023-02-03,-72.77,148.38
4368,23920423,2023-02-03,-48.23,100.15
4370,23920423,2023-02-05,-63.21,36.940000000000026
6440,23920423,2023-02-05,96.05,132.99
4371,23920423,2023-02-08,-161.43,-28.439999999999998
6442,23920423,2023-02-08,12.95,-15.490000000000009
6441,23920423,2023-02-08,38.77,23.28
6443,23920423,2023-02-11,141.71,164.99
432,23931414,2023-01-31,0.0,126.7
4153,23931414,2023-02-03,-32.07,94.63
4154,23931414,2023-02-10,-123.72,-29.08999999999999
8675,23931414,2023-02-14,101.76,72.67000000000002
433,23932793,2023-01-31,0.0,962.8
8594,23932793,2023-02-13,-510.4,452.4
8595,23932793,2023-02-14,-34.96,417.43999999999994
434,23935849,2023-01-31,0.0,888.11
8450,23935849,2023-02-11,103.93,992.04
8451,23935849,2023-02-12,191.46,1183.5
8452,23935849,2023-02-14,42.9,1226.4
435,23942646,2023-01-31,0.0,517.93
1000,23942646,2023-02-01,82.42,600.3499999999999
5514,23942646,2023-02-04,-104.07,496.28
5515,23942646,2023-02-06,-102.01,394.27
1001,23942646,2023-02-07,105.09,499.35999999999996
1002,23942646,2023-02-09,57.45,556.81
436,23959928,2023-01-31,0.0,878.83
3850,23959928,2023-02-03,1569.4,2448.23
5795,23959928,2023-02-04,-3.48,2444.75
5796,23959928,2023-02-07,-69.6,2375.15
3851,23959928,2023-02-14,41.12,2416.27
437,23962863,2023-01-31,0.0,307.07
2153,23962863,2023-02-01,-599.8,-292.72999999999996
2154,23962863,2023-02-03,-43.61,-336.34
2155,23962863,2023-02-04,-535.8,-872.1400000000001
6073,23962863,2023-02-05,171.75,-700.3899999999999
2156,23962863,2023-02-07,-1676.4,-2376.79
6074,23962863,2023-02-11,84.36,-2292.43
2157,23962863,2023-02-13,-92.64,-2385.07
6075,23962863,2023-02-13,123.27,-2261.8
438,23971753,2023-01-31,0.0,170.77
2997,23971753,2023-02-02,-169.64,1.1300000000000239
4082,23971753,2023-02-03,110.05,111.18000000000002
2998,23971753,2023-02-08,-120.67,-9.48999999999998
2999,23971753,2023-02-08,-37.07,-46.559999999999974
4083,23971753,2023-02-08,175.97,129.41000000000003
3001,23971753,2023-02-09,-1658.0,-1528.59
3000,23971753,2023-02-09,-142.67,-1671.26
3002,23971753,2023-02-10,-48.54,-1719.8
3003,23971753,2023-02-14,-194.38,-1914.1799999999998
4084,23971753,2023-02-14,123.69,-1790.4899999999998
439,24010877,2023-01-31,0.0,652.95
435,24010877,2023-02-01,107.29,760.24
2883,24010877,2023-02-02,-89.17,671.07
2884,24010877,2023-02-05,-154.98,516.09
2885,24010877,2023-02-10,-25.31,490.7800000000001
437,24010877,2023-02-10,12.48,503.26000000000005
436,24010877,2023-02-10,139.65,642.9100000000001
438,24010877,2023-02-11,122.96,765.8700000000001
2886,24010877,2023-02-12,-110.81,655.0600000000001
440,24051672,2023-01-31,0.0,429.37
3551,24051672,2023-02-02,-111.58,317.79
3552,24051672,2023-02-03,-208.28,109.50999999999999
3553,24051672,2023-02-03,-122.53,-13.019999999999982
3554,24051672,2023-02-06,-1069.9,-1082.92
6809,24051672,2023-02-06,50.67,-1032.25
6810,24051672,2023-02-08,13.16,-1019.09
6811,24051672,2023-02-08,122.65,-896.4399999999999
441,24076677,2023-01-31,0.0,494.74
5260,24076677,2023-02-04,-162.79,331.95000000000005
5433,24076677,2023-02-04,142.92,474.87
5434,24076677,2023-02-09,59.74,534.61
5435,24076677,2023-02-12,120.78,655.39
442,24085667,2023-01-31,0.0,249.1
1983,24085667,2023-02-01,78.1,327.2
4231,24085667,2023-02-03,-39.9,287.3
1984,24085667,2023-02-07,97.64,384.94
1985,24085667,2023-02-11,72.76,457.7
1986,24085667,2023-02-12,140.52,598.22
4232,24085667,2023-02-13,-102.35,495.87
1987,24085667,2023-02-14,130.66,626.53
443,24113784,2023-01-31,0.0,47.67
4907,24113784,2023-02-03,-965.4,-917.73
4908,24113784,2023-02-04,-1026.7,-1944.4299999999998
5043,24113784,2023-02-04,175.99,-1768.44
5044,24113784,2023-02-09,37.53,-1730.91
4909,24113784,2023-02-10,-55.38,-1786.29
5046,24113784,2023-02-10,98.69,-1687.6000000000001
5045,24113784,2023-02-10,131.38,-1556.22
4910,24113784,2023-02-11,-666.5,-2222.7200000000003
4911,24113784,2023-02-13,-76.07,-2298.79
4912,24113784,2023-02-13,-0.22,-2299.01
5047,24113784,2023-02-13,77.23,-2221.78
444,24122572,2023-01-31,0.0,924.02
4966,24122572,2023-02-03,-78.28,845.74
5310,24122572,2023-02-04,160.27,1006.01
5311,24122572,2023-02-04,362.7,1368.71
5312,24122572,2023-02-06,149.41,1518.12
4967,24122572,2023-02-09,-168.03,1350.09
4968,24122572,2023-02-11,-141.75,1208.34
5313,24122572,2023-02-11,86.77,1295.11
5314,24122572,2023-02-13,97.77,1392.88
5315,24122572,2023-02-13,118.46,1511.34
